context,N,density_pct,actual_tokens_mean,actual_tokens_min,actual_tokens_max,valid_passes,Dense20_ms_median,Dense20_ms_q25,Dense20_ms_q75,Dense20_ms_iqr,Dense20_ms_min,Dense20_ms_max,Dense20_ms_mean,Dense20_ms_std,WISE20_ms_median,WISE20_ms_q25,WISE20_ms_q75,WISE20_ms_iqr,WISE20_ms_min,WISE20_ms_max,WISE20_ms_mean,WISE20_ms_std,WISE20_setup_ms_median,WISE20_setup_ms_q25,WISE20_setup_ms_q75,WISE20_setup_ms_iqr,WISE20_setup_ms_min,WISE20_setup_ms_max,WISE20_setup_ms_mean,WISE20_setup_ms_std,WISE_setup_ms_median,WISE_setup_ms_q25,WISE_setup_ms_q75,WISE_setup_ms_iqr,WISE_setup_ms_min,WISE_setup_ms_max,WISE_setup_ms_mean,WISE_setup_ms_std,prepared_ratio_of_medians,prepared_paired_speedup_median,prepared_paired_speedup_q25,prepared_paired_speedup_q75,prepared_paired_speedup_iqr,prepared_paired_speedup_min,prepared_paired_speedup_max,prepared_paired_speedup_mean,prepared_paired_speedup_std,prepared_latency_reduction_pct,inclusive_ratio_of_medians,inclusive_paired_speedup_median,inclusive_paired_speedup_q25,inclusive_paired_speedup_q75,inclusive_paired_speedup_iqr,inclusive_paired_speedup_min,inclusive_paired_speedup_max,inclusive_paired_speedup_mean,inclusive_paired_speedup_std,inclusive_latency_reduction_pct,setup_fraction_pct
512,30,56.9871376989024,457.93333333333334,398,511,10,4.403456091880798,4.393242001533508,4.420148015022278,0.02690601348876953,4.389663934707642,4.467711925506592,4.4129984140396115,0.026476757361766794,3.61981600522995,3.617784008383751,3.673279970884323,0.055495962500572205,3.609600067138672,3.7527040243148804,3.6470167994499207,0.04643939843095613,3.8316679894924164,3.820608004927635,3.8439040035009384,0.023295998573303223,3.805695950984955,3.8799360394477844,3.8360807955265046,0.022697422646716325,0.2236119955778122,0.22278599813580513,0.22444999869912863,0.0016640005633234978,0.21987999603152275,0.22937599942088127,0.22394399754703045,0.0026394488186800547,1.2164861654621772,1.2138265096145937,1.208274918662338,1.2174443465099865,0.009169427847648404,1.1713601442288861,1.2296536256523887,1.2101890580065042,0.01559002017640291,17.796023630069648,1.1492269434503188,1.1499309286868387,1.1465923842564316,1.1569205847885613,0.010328200532129683,1.1369719388617892,1.1624591829100663,1.150417558486516,0.00808152150358274,12.98498475873664,5.835891736732498
1024,30,43.439207529136745,898.8666666666667,780,1020,10,10.821499943733215,10.79724794626236,10.856127977371216,0.0588800311088562,10.737135887145996,10.879231929779053,10.818579936027527,0.04679770627308073,7.943680047988892,7.931333959102631,7.964025974273682,0.032692015171051025,7.9129520654678345,8.010496020317078,7.951638412475586,0.030268290448685627,8.181884050369263,8.14304006099701,8.235000014305115,0.09195995330810547,8.099344253540039,8.241407871246338,8.182576036453247,0.05269709899187924,0.22681599855422974,0.22636199835687876,0.22783999890089035,0.0014780005440115929,0.22527999803423882,0.23372799903154373,0.227786398679018,0.0026030278521481653,1.3622779213612592,1.364138873064007,1.3615304090363871,1.3656294674142337,0.004099058377846632,1.340383399469062,1.3677263855548025,1.360572950739122,0.0092202063055851,26.59353981155712,1.322617123038406,1.3235888291479183,1.3138967969040674,1.3311469987651683,0.017250201861100933,1.3068875980752512,1.333836378391146,1.322196367628813,0.010048787141660324,24.3923292250495,2.772173220225397
2048,30,37.51357748879062,1973.7,1878,2042,10,43.50156831741333,43.16428756713867,43.7349750995636,0.5706875324249268,42.99903964996338,44.04607963562012,43.47437906265259,0.35056250885426277,26.98854374885559,26.806143641471863,27.105728268623352,0.29958462715148926,26.65548801422119,27.177216053009033,26.941567802429198,0.19152780487337537,27.06611156463623,26.94028413295746,27.26860749721527,0.3283233642578125,26.786816120147705,28.12876796722412,27.162468671798706,0.38198715277645473,0.23693200014531612,0.23456000071018934,0.23839999921619892,0.0038399985060095787,0.2321920022368431,0.24294399842619896,0.2366488002240658,0.003373045351614492,1.61185311524109,1.6100945129578286,1.6051135529931286,1.6200361004069748,0.014922547413846132,1.5883696740651376,1.640925193006372,1.6137199648356582,0.01653184788575927,37.95960745154952,1.6072337621725898,1.607221447456435,1.5945798578112658,1.6145229893952093,0.019943131583943563,1.5448224353894646,1.6219918600993022,1.600766056402484,0.02225339263322017,37.78129706233629,0.8753824855096082
4096,30,36.916828197674555,3927.8333333333335,3847,4000,10,161.38188934326172,160.75078296661377,162.15948677062988,1.4087038040161133,159.98003005981445,163.89734649658203,161.53948135375975,1.1621791857043007,92.31667137145996,91.33932733535767,92.60204744338989,1.2627201080322266,90.63936042785645,92.74035263061523,91.95089912414551,0.8265540003090514,91.82028770446777,91.021568775177,92.62860822677612,1.607039451599121,90.56358337402344,93.36396789550781,91.88728313446045,0.9782548957774647,0.26419200375676155,0.25600000098347664,0.27385600190609694,0.017856000922620296,0.21350399777293205,0.3033600002527237,0.26462720073759555,0.026559663095069744,1.7481337546703783,1.753811350014542,1.7407459606301399,1.7670965175921476,0.02635055696200772,1.7297346535190878,1.8070466806903533,1.7569742668469934,0.024232212336270553,42.79613917823145,1.7575842265130392,1.7597094928042807,1.7309020943165163,1.778112492130207,0.04721039781369063,1.72120875819884,1.8097489122056216,1.7582894339304282,0.02953200244261243,43.10372243246909,0.2877272663390996
