result_name,context,workload,baseline,dense_ms_median,wise_ms_median,baseline_q25,baseline_q75,q25,q75,speedup,setup_included,cohort_n,valid_passes,correctness_status,notes
primary_canonical_late_reuse,512,N30 real masks; saved seeded QKV,native Flash,4.403456091880798,3.8316679894924164,4.393242001533508,4.420148015022278,3.820608004927635,3.8439040035009384,1.1492269434503188,True,30,10,PASS,"speedup=ratio of medians; matched per-pass speedup also given; attention-only, no support discovery or model computation"
primary_canonical_late_reuse,1024,N30 real masks; saved seeded QKV,native Flash,10.821499943733215,8.181884050369263,10.79724794626236,10.856127977371216,8.14304006099701,8.235000014305115,1.322617123038406,True,30,10,PASS,"speedup=ratio of medians; matched per-pass speedup also given; attention-only, no support discovery or model computation"
primary_canonical_late_reuse,2048,N30 real masks; saved seeded QKV,native Flash,43.50156831741333,27.06611156463623,43.16428756713867,43.7349750995636,26.94028413295746,27.26860749721527,1.6072337621725898,True,30,10,PASS,"speedup=ratio of medians; matched per-pass speedup also given; attention-only, no support discovery or model computation"
primary_canonical_late_reuse,4096,N30 real masks; saved seeded QKV,native Flash,161.38188934326172,91.82028770446777,160.75078296661377,162.15948677062988,91.021568775177,92.62860822677612,1.7575842265130392,True,30,10,PASS,"speedup=ratio of medians; matched per-pass speedup also given; attention-only, no support discovery or model computation"
secondary_real80_late_reuse,4000,"one captured real trajectory,80 evolving calls",native Flash,161.64223861694336,86.97369384765625,161.0929889678955,162.16870307922363,86.9372148513794,87.79200172424316,1.8585187252145123,True,1,10,PASS,"speedup=ratio of medians; matched per-pass speedup also given; attention-only, no support discovery or model computation"
structural_same_backend_prepared,4096,canonical N30 4K,new custom Full support,,92.31667137145996,230.43212795257568,231.39302253723145,91.33932733535767,92.60204744338989,2.503666045096248,False,30,10,PASS,"speedup=ratio of medians; matched per-pass speedup also given; attention-only, no support discovery or model computation"
structural_same_backend_setup_inclusive,4096,canonical N30 4K,new custom Full support,,91.82028770446777,230.34790515899658,231.1917428970337,91.021568775177,92.62860822677612,2.512165686631412,True,30,10,PASS,"speedup=ratio of medians; matched per-pass speedup also given; attention-only, no support discovery or model computation"
attention_only_T32,4096,canonical N30 4K; direct128-call trajectories,native Flash,258.7874565124512,190.9734401702881,258.6378288269043,259.423620223999,190.0613136291504,191.57971000671387,1.355096584539161,True,30,10,PASS,"speedup=ratio of medians; matched per-pass speedup also given; attention-only, no support discovery or model computation"
