context,N,derived,valid_passes,Dense32_ms_median,Dense32_ms_q25,Dense32_ms_q75,Dense32_ms_iqr,Dense32_ms_min,Dense32_ms_max,Dense32_ms_mean,Dense32_ms_std,WISE32_ms_median,WISE32_ms_q25,WISE32_ms_q75,WISE32_ms_iqr,WISE32_ms_min,WISE32_ms_max,WISE32_ms_mean,WISE32_ms_std,full_over_wise_ratio_of_medians,full_over_wise_paired_speedup_median,full_over_wise_paired_speedup_q25,full_over_wise_paired_speedup_q75,full_over_wise_paired_speedup_iqr,full_over_wise_paired_speedup_min,full_over_wise_paired_speedup_max,full_over_wise_paired_speedup_mean,full_over_wise_paired_speedup_std,full_over_wise_latency_reduction_pct,absolute_saved_ms
4096,30,False,10,258.7874565124512,258.6378288269043,259.423620223999,0.7857913970947266,256.49459075927734,259.86534118652344,258.7022102355957,1.0931806901523664,190.9734401702881,190.0613136291504,191.57971000671387,1.5183963775634766,189.544189453125,192.61644744873047,190.89018859863282,0.9749848610590296,1.355096584539161,1.354386893462283,1.3530183860808558,1.3618153566772528,0.008796970596397058,1.3352782271118002,1.3655124936725003,1.3552724621256917,0.008912560351058566,26.204522141860576,67.81401634216309
