context,N,mode,WISE_density_pct,Full_density_pct,valid_passes,CustomFull20_ms_median,CustomFull20_ms_q25,CustomFull20_ms_q75,CustomFull20_ms_iqr,CustomFull20_ms_min,CustomFull20_ms_max,CustomFull20_ms_mean,CustomFull20_ms_std,WISE20_ms_median,WISE20_ms_q25,WISE20_ms_q75,WISE20_ms_iqr,WISE20_ms_min,WISE20_ms_max,WISE20_ms_mean,WISE20_ms_std,full_over_wise_ratio_of_medians,full_over_wise_paired_speedup_median,full_over_wise_paired_speedup_q25,full_over_wise_paired_speedup_q75,full_over_wise_paired_speedup_iqr,full_over_wise_paired_speedup_min,full_over_wise_paired_speedup_max,full_over_wise_paired_speedup_mean,full_over_wise_paired_speedup_std,full_over_wise_latency_reduction_pct,CustomFull20_setup_ms_median,CustomFull20_setup_ms_q25,CustomFull20_setup_ms_q75,CustomFull20_setup_ms_iqr,CustomFull20_setup_ms_min,CustomFull20_setup_ms_max,CustomFull20_setup_ms_mean,CustomFull20_setup_ms_std,WISE20_setup_ms_median,WISE20_setup_ms_q25,WISE20_setup_ms_q75,WISE20_setup_ms_iqr,WISE20_setup_ms_min,WISE20_setup_ms_max,WISE20_setup_ms_mean,WISE20_setup_ms_std
4096,30,prepared,36.916828197674555,100.0,10,231.1301155090332,230.43212795257568,231.39302253723145,0.9608945846557617,230.14143753051758,232.4313621520996,231.07668533325196,0.7277237458689076,92.31667137145996,91.33932733535767,92.60204744338989,1.2627201080322266,90.63936042785645,92.74035263061523,91.95089912414551,0.8265540003090514,2.503666045096248,2.5066035635839974,2.495830944284874,2.52767060405618,0.03183965977130576,2.4849906650272473,2.5561938564212143,2.5132392254857443,0.025331325734151304,60.05857083221508,,,,,,,,,,,,,,,,
4096,30,setup_inclusive,36.916828197674555,100.0,10,,,,,,,,,,,,,,,,,2.512165686631412,2.519360417516549,2.4874686802576957,2.535789971059646,0.048321290801950134,2.467108868369283,2.550662230377108,2.5124435681623787,0.028383176405046846,60.19370834807836,230.6677761077881,230.34790515899658,231.1917428970337,0.8438377380371094,230.01190567016602,232.0412139892578,230.83755531311036,0.7101749633295754,91.82028770446777,91.021568775177,92.62860822677612,1.607039451599121,90.56358337402344,93.36396789550781,91.88728313446045,0.9782548957774647
